ID,dataset,NPR1,NPR2
DB00480,drugbank,0.2498502169725397,0.9281628947663509
DB00479,drugbank,0.33409226270450615,0.7728084714784528
DB00482,drugbank,0.3536819673032353,0.7045097687398557
DB00481,drugbank,0.23213347031987638,0.8130016064603413
DB00483,drugbank,0.27677634797519046,0.8213286890364874
DB00484,drugbank,0.2783201252629737,0.7585803837072252
DB00487,drugbank,0.18593205006627284,0.8588225404183415
DB00486,drugbank,0.14688337888603983,0.9076697855147876
DB00488,drugbank,0.5055144598451603,0.5055145715138126
DB00489,drugbank,0.22035583962571104,0.8970529233346631
DB00485,drugbank,0.2655083548664457,0.9679738939011686
DB00491,drugbank,0.48620792057436113,0.6307369713475419
DB00449,drugbank,0.40371496417724073,0.7930765062866627
DB00490,drugbank,0.09511220389514936,0.9815463592806152
DB00495,drugbank,0.27734781691800114,0.7813563867185471
DB00494,drugbank,0.21420740686466297,0.8890799502270212
DB00493,drugbank,0.259167719170925,0.8706987777355624
DB00497,drugbank,0.4514685739999391,0.7575575732008942
DB00492,drugbank,0.4814022484499729,0.7476968084752283
DB00499,drugbank,0.21470952442900976,0.8683504597383973
